index,word
1,.
2,하다
3,을
4,들
5,은
6,이
7,그
8,에
9,의
10,를
11,있다
12,는
13,","
14,것
15,가
16,이다
17,사람
18,되다
19,에서
20,수
21,않다
22,말
23,""""
24,그것
25,에게
26,나
27,때
28,로
29,많다
30,으로
31,과
32,우리
33,없다
34,한
35,당신
36,더
37,고
38,보다
39,라고
40,도
41,에는
42,다
43,와
44,적
45,들다
46,"."""
47,일
48,되어다
49,“
50,인
51,오다
52,사용
53,?
54,어떻다
55,다른
56,하고
57,위해
58,그러나
59,가다
60,자신
61,늘다
62,때문
63,생각
64,그리고
65,내
66,같다
67,그녀
68,날
69,주다
70,:
71,받다
72,세계
73,매우
74,배우다
75,아이
76,좋다
77,대답
78,시키다
79,새
80,에서는
81,자다
82,나무
83,동안
84,싶다
85,모든
86,시작
87,알
88,전
89,중
90,또한
91,안
92,시간
93,대해
94,여성
95,따르다
96,대부분
97,방법
98,아니다
99,가지
100,좋아하다
101,남자
102,알다
103,갖다
104,저
105,대한
106,위
107,꿈
108,이해
109,먹다
110,하나
111,예
112,처럼
113,집
114,새롭다
115,명의
116,데
117,가장
118,학교
119,만들다
120,그래서
121,어느
122,앉다
123,크다
124,공원
125,중요하다
126,수도
127,게
128,이나
129,살다
130,영어
131,소년
132,들어가다
133,!
134,문제
135,의미
136,"?"""
137,보이다
138,돈
139,책
140,이제
141,두
142,후
143,서
144,거의
145,무엇
146,남편
147,학생
148,나서다
149,종종
150,선택
151,찾다
152,번째
153,거리
154,별
155,살
156,그렇다
157,발견
158,오늘날
159,몇
160,이유
161,까지
162,죽다
163,아침
164,‘
165,너무
166,-
167,하지만
168,제
169,이고
170,'
171,이렇다
172,하
173,못
174,신
175,도시
176,모르다
177,나라
178,속
179,컴퓨터
180,친구
181,바로
182,아주
183,보내다
184,행동
185,여자
186,볼
187,의하다
188,13
189,개
190,다음
191,세
192,작다
193,부모
194,아들
195,’
196,변화
197,과학자
198,함께
199,물다
200,읽다
201,어리다
202,너
203,좀
204,줄
205,이름
206,그렇게
207,다이옥신
208,단지
209,곳
210,몸
211,가득
212,씨
213,머리
214,"!"""
215,나오다
216,년
217,이야기
218,원하다
219,동물
220,사랑니
221,여러분
222,소녀
223,만
224,종류
225,인간
226,해
227,의사
228,사실
229,통증
230,로부터
231,양
232,언어
233,생활
234,미국
235,광고
236,물
237,음료
238,요
239,다치다
240,식물
241,서다
242,세상
243,노력
244,때때로
245,나가다
246,숙제
247,지역
248,유행
249,만약
250,으로써
251,tv
252,식사
253,이러하다
254,쉬다
255,난
256,필요
257,선생님
258,거나
259,직업
260,대신
261,많이
262,특히
263,관심
264,정보
265,변하다
266,돼지
267,성
268,법
269,그러면
270,역사
271,주장
272,주
273,자동차
274,수가
275,훨씬
276,이라고
277,사무실
278,분
279,자
280,늑대
281,이용
282,기다리다
283,근처
284,남다
285,c
286,쓰다
287,방
288,지구
289,타다
290,나쁘다
291,걱정
292,인도
293,또
294,걸리다
295,버리다
296,한국
297,인터넷
298,소리
299,사고
300,방식
301,다리
302,오렌지
303,결혼
304,다시
305,보여주다
306,매일
307,단어
308,사이
309,어린이
310,나다
311,두다
312,갈다
313,모두
314,들어오다
315,또는
316,첫
317,왜
318,함
319,야
320,누구
321,삶
322,에서의
323,만들어지다
324,걸
325,여기
326,톰
327,이상
328,빨리
329,선물
330,도와주다
331,전문가
332,열심히
333,도착
334,여행
335,깨끗하다
336,차
337,지금
338,뒤
339,사회
340,니까
341,목사
342,smith
343,지내다
344,경우
345,기술
346,포함
347,길
348,던지다
349,다이아몬드
350,소
351,도로
352,자리
353,외계인
354,서울
355,상
356,께
357,건물
358,명
359,자기
360,실제
361,일찍
362,서로
363,없이
364,편안하다
365,잠
366,끝
367,5
368,오후
369,엄마
370,불길하다
371,여겨지다
372,아마도
373,재미있다
374,뿐
375,미국인
376,보라
377,여
378,스위프트
379,수천
380,오늘
381,정도
382,에서도
383,편지
384,기대하다
385,유명하다
386,아기
387,테러
388,최근
389,관
390,거기
391,약
392,냉동
393,일반
394,사장
395,라마단
396,아름답다
397,들이다
398,정말로
399,나타내다
400,로켓
401,병
402,꽃
403,가족
404,수술
405,매년
406,근로자
407,세균
408,여러
409,마음
410,언제나
411,넣다
412,인가
413,네
414,생기다
415,상영
416,꾸다
417,놓다
418,등
419,쥐
420,아무
421,나르다
422,결정
423,영화
424,위험
425,mike
426,어머니
427,선수
428,회사
429,음식
430,물론
431,jack
432,보고
433,처
434,돌
435,계속
436,신발
437,돌아오다
438,신념
439,묶다
440,jane
441,배관
442,고등학교
443,원숭이
444,교장
445,종교
446,만일
447,30분
448,대체로
449,농장
450,겁니다
451,그리다
452,교통
453,아이디어
454,호박
455,2
456,특별하다
457,내다
458,바라다
459,악마
460,초
461,인기
462,결과
463,흑인
464,화
465,차다
466,방문
467,믿다
468,걷다
469,밖
470,수업
471,마치
472,진짜
473,밝혀지다
474,전쟁
475,경고
476,걸다
477,다니다
478,가볍다
479,도움
480,그룹
481,하늘
482,해변
483,침술
484,불리다
485,이상하다
486,아내
487,각
488,마다
489,손가락
490,불다
491,단계
492,버스
493,금요일
494,그리스도
495,에게는
496,교육
497,공간
498,치다
499,병원
500,비타민
501,곧
502,성경
503,세기
504,공
505,놀다
506,신호
507,한번
508,상상
509,뿐이다
510,사이버
511,사건
512,신문
513,롭고
514,남기다
515,충분하다
516,말다
517,점심
518,지르다
519,수미
520,부모님
521,짓다
522,셔츠
523,안경
524,환경
525,심각하다
526,국제
527,florida
528,덜
529,쥬스
530,권
531,밖에
532,스스로
533,관찰
534,아
535,층
536,담배
537,끊다
538,환자
539,시계
540,계시다
541,몇몇
542,일부
543,옆
544,아마
545,이전
546,실수
547,얻다
548,ias
549,그때
550,인지
551,창문
552,일요일
553,단순하다
554,가르치다
555,주된
556,한다는
557,마리
558,a
559,동생
560,유권자
561,후보자
562,즉
563,달
564,어금니
565,배우
566,연구
567,전세계
568,거대하다
569,조각
570,필요하다
571,세제
572,기회
573,아버지
574,먼저
575,코카콜라
576,세다
577,마침내
578,제공
579,떠나다
580,대화
581,스포츠
582,유지
583,내일
584,훌륭하다
585,처음
586,간주
587,봄
588,조용하다
589,피
590,일어나다
591,전혀
592,가정
593,이야
594,현재
595,방금
596,즐기다
597,우유
598,대가
599,harry
600,가기
601,냄새
602,미래
603,유미
604,어렵다
605,바늘
606,느끼다
607,고양이
608,언제
609,기간
610,향
611,해결
612,자전거
613,7시
614,8시
615,이미지
616,여름
617,지방
618,열대
619,그러하다
620,김씨
621,시골
622,운
623,수영
624,얘기
625,운동
626,어미
627,쓸다
628,스키
629,돕다
630,끈
631,잡
632,뭐라다
633,폴란드
634,이탈리아
635,oxford
636,하루
637,신호등
638,주지
639,지도
640,바다
641,체포
642,높다
643,지미
644,란
645,유발
646,화학물질
647,피부
648,너무나
649,시내버스
650,도보
651,여행자
652,곰
653,서울대
654,마을
655,운전자
656,통과
657,계획
658,다양하다
659,활동
660,고맙다
661,으로부터
662,낚시
663,공항
664,하이힐
665,신다
666,예술
667,품
668,파괴
669,누군가
670,놀라다
671,평소
672,기르다
673,판단
674,이메일
675,부자
676,거울
677,장면
678,겨울
679,내내
680,발명품
681,부엌
682,잃어버리다
683,타고
684,비용
685,손
686,한국인
687,귀
688,기울이다
689,5시
690,10
691,공부
692,외국어
693,50년
694,번
695,생일
696,주의자
697,빈
698,치료
699,코카
700,잎
701,만을
702,조
703,보다도
704,주도
705,반면
706,외
707,구입
